version_name,model_name,split,roc_auc,average_precision,precision_at_top_5pct,precision_at_top_10pct,mean_score,label_prevalence,eligible_base_rows,eligible_customers
v1,xgboost,test,0.8015756039616547,0.9936779134928504,1.0,0.9970149253731344,0.8702667951583862,0.0,,
v2,xgboost,test,0.8015756039616547,0.9936779134928504,1.0,0.9970149253731343,0.8702667951583862,0.9748197680493157,9571.0,1795.0
