version_name,model_name,split,roc_auc,average_precision,precision_at_top_5pct,precision_at_top_10pct,mean_score,rows,target_rate
v2,logistic_regression,validation,0.7298044591285602,0.9887161499132088,1.0,1.0,0.744270570156955,2543,0.9728666928824223
v2,random_forest,validation,0.794986702283458,0.9918990140066455,1.0,1.0,0.8200837313309999,2543,0.9728666928824223
v2,xgboost,validation,0.8303574566799058,0.9929352319521162,1.0,0.996078431372549,0.8689138889312744,2543,0.9728666928824223
v2,xgboost,test,0.8015756039616547,0.9936779134928504,1.0,0.9970149253731343,0.8702667951583862,3346,0.9769874476987448
